Time,Human Count,Social Distance violate,Restricted Entry,Abnormal Activity
2025-06-09 09:13:35.510171,1,0,0,0
2025-06-09 09:13:35.652886,1,0,0,0
2025-06-09 09:13:35.801617,1,0,0,0
2025-06-09 09:13:35.952778,1,0,0,0
2025-06-09 09:13:36.091424,1,0,0,0
2025-06-09 09:13:36.226596,1,0,0,0
2025-06-09 09:13:36.362661,1,0,0,0
2025-06-09 09:13:36.521975,1,0,0,0
2025-06-09 09:13:36.739541,1,0,0,0
2025-06-09 09:13:36.894651,1,0,0,0
2025-06-09 09:13:37.087178,1,0,0,0
2025-06-09 09:13:37.270434,1,0,0,0
2025-06-09 09:13:37.405312,1,0,0,0
2025-06-09 09:13:37.541617,1,0,0,0
2025-06-09 09:13:37.672003,1,0,0,0
2025-06-09 09:13:37.827424,1,0,0,0
2025-06-09 09:13:37.959102,1,0,0,0
2025-06-09 09:13:38.115869,1,0,0,0
2025-06-09 09:13:38.272562,1,0,0,0
2025-06-09 09:13:38.422434,1,0,0,0
2025-06-09 09:13:38.572191,1,0,0,0
2025-06-09 09:13:38.718465,1,0,0,0
2025-06-09 09:13:38.851992,1,0,0,0
2025-06-09 09:13:38.982463,1,0,0,0
2025-06-09 09:13:39.117839,1,0,0,0
2025-06-09 09:13:39.254331,1,0,0,0
2025-06-09 09:13:39.385439,1,0,0,0
2025-06-09 09:13:39.525093,1,0,0,0
2025-06-09 09:13:39.662091,1,0,0,0
2025-06-09 09:13:39.822318,1,0,0,0
2025-06-09 09:13:39.992520,1,0,0,0
2025-06-09 09:13:40.153098,1,0,0,0
2025-06-09 09:13:40.365727,1,0,0,0
2025-06-09 09:13:40.624337,1,0,0,0
2025-06-09 09:13:40.897369,1,0,0,0
2025-06-09 09:13:41.158057,1,0,0,0
2025-06-09 09:13:41.375195,1,0,0,0
2025-06-09 09:13:41.528471,1,0,0,0
2025-06-09 09:13:41.679469,1,0,0,0
2025-06-09 09:13:41.817727,1,0,0,0
2025-06-09 09:13:41.954005,1,0,0,0
2025-06-09 09:13:42.095592,1,0,0,0
2025-06-09 09:13:42.258522,1,0,0,0
2025-06-09 09:13:42.426876,1,0,0,0
2025-06-09 09:13:42.566002,1,0,0,0
2025-06-09 09:13:42.749212,1,0,0,0
2025-06-09 09:13:42.915977,1,0,0,0
2025-06-09 09:13:43.054755,1,0,0,0
2025-06-09 09:13:43.218356,1,0,0,0
2025-06-09 09:13:43.377671,1,0,0,0
2025-06-09 09:13:43.535410,1,0,0,0
2025-06-09 09:13:43.693182,1,0,0,0
2025-06-09 09:13:43.836486,1,0,0,0
2025-06-09 09:13:43.976922,1,0,0,0
2025-06-09 09:13:44.141053,1,0,0,0
2025-06-09 09:13:44.304150,1,0,0,0
2025-06-09 09:13:44.497682,1,0,0,0
2025-06-09 09:13:44.642591,1,0,0,0
2025-06-09 09:13:44.783157,1,0,0,0
2025-06-09 09:13:44.917776,1,0,0,0
2025-06-09 09:13:45.060638,1,0,0,0
2025-06-09 09:13:45.243662,1,0,0,0
2025-06-09 09:13:45.402306,1,0,0,0
2025-06-09 09:13:45.577552,1,0,0,0
2025-06-09 09:13:45.746434,1,0,0,0
2025-06-09 09:13:45.952256,1,0,0,0
2025-06-09 09:13:46.151701,1,0,0,0
2025-06-09 09:13:46.361596,1,0,0,0
2025-06-09 09:13:46.611058,1,0,0,0
2025-06-09 09:13:46.787577,1,0,0,0
2025-06-09 09:13:46.932910,1,0,0,0
2025-06-09 09:13:47.070790,1,0,0,0
2025-06-09 09:13:47.232604,1,0,0,0
2025-06-09 09:13:47.374143,1,0,0,0
2025-06-09 09:13:47.520708,1,0,0,0
2025-06-09 09:13:47.657165,1,0,0,0
2025-06-09 09:13:47.809382,1,0,0,0
2025-06-09 09:13:47.981983,1,0,0,0
2025-06-09 09:13:48.145628,1,0,0,0
2025-06-09 09:13:48.287861,1,0,0,0
2025-06-09 09:13:48.429712,1,0,0,0
2025-06-09 09:13:48.581742,1,0,0,0
2025-06-09 09:13:48.714431,1,0,0,0
2025-06-09 09:13:48.853095,1,0,0,0
2025-06-09 09:13:49.009234,1,0,0,0
2025-06-09 09:13:49.188935,1,0,0,0
2025-06-09 09:13:49.331109,1,0,0,0
2025-06-09 09:13:49.468746,1,0,0,0
2025-06-09 09:13:49.608513,1,0,0,0
2025-06-09 09:13:49.750758,1,0,0,0
2025-06-09 09:13:49.885527,1,0,0,0
2025-06-09 09:13:50.022372,1,0,0,0
2025-06-09 09:13:50.187974,1,0,0,0
2025-06-09 09:13:50.321497,1,0,0,0
2025-06-09 09:13:50.455299,1,0,0,0
2025-06-09 09:13:50.592595,1,0,0,0
2025-06-09 09:13:50.735839,1,0,0,0
2025-06-09 09:13:50.881431,1,0,0,0
2025-06-09 09:13:51.023770,1,0,0,0
2025-06-09 09:13:51.215192,1,0,0,0
2025-06-09 09:13:51.448316,1,0,0,0
2025-06-09 09:13:51.623560,1,0,0,0
2025-06-09 09:13:51.791262,1,0,0,0
2025-06-09 09:13:51.951450,1,0,0,0
2025-06-09 09:13:52.103575,1,0,0,0
2025-06-09 09:15:34.042724,0,0,0,0
2025-06-09 09:15:35.035394,0,0,0,0
2025-06-09 09:15:35.161490,0,0,0,0
2025-06-09 09:15:35.275618,0,0,0,0
2025-06-09 09:15:35.385859,0,0,0,0
2025-06-09 09:15:35.496804,0,0,0,0
2025-06-09 09:15:35.607155,0,0,0,0
2025-06-09 09:15:35.710990,0,0,0,0
2025-06-09 09:15:35.810526,0,0,0,0
2025-06-09 09:15:35.913038,0,0,0,0
2025-06-09 09:15:36.020422,0,0,0,0
2025-06-09 09:15:36.121327,0,0,0,0
2025-06-09 09:15:36.223974,0,0,0,0
2025-06-09 09:15:36.322836,0,0,0,0
2025-06-09 09:15:36.425796,0,0,0,0
2025-06-09 09:15:36.527337,0,0,0,0
2025-06-09 09:15:36.626875,0,0,0,0
2025-06-09 09:15:36.726385,0,0,0,0
2025-06-09 09:15:36.826112,0,0,0,0
2025-06-09 09:15:36.926769,0,0,0,0
2025-06-09 09:15:37.068546,0,0,0,0
2025-06-09 09:15:37.187704,0,0,0,0
2025-06-09 09:15:37.289452,0,0,0,0
2025-06-09 09:15:37.393194,0,0,0,0
2025-06-09 09:15:37.492113,0,0,0,0
2025-06-09 09:15:37.592610,0,0,0,0
2025-06-09 09:15:37.691241,0,0,0,0
2025-06-09 09:15:37.787947,0,0,0,0
2025-06-09 09:15:37.885512,0,0,0,0
2025-06-09 09:15:37.985793,0,0,0,0
2025-06-09 09:15:38.086375,0,0,0,0
2025-06-09 09:15:38.186968,0,0,0,0
2025-06-09 09:15:38.312591,1,0,0,0
2025-06-09 09:15:38.449878,1,0,0,0
2025-06-09 09:15:38.591086,1,0,0,0
2025-06-09 09:15:38.735060,1,0,0,0
2025-06-09 09:15:38.862937,1,0,0,0
2025-06-09 09:15:38.991810,1,0,0,0
2025-06-09 09:15:39.131742,1,0,0,0
2025-06-09 09:15:39.258554,1,0,0,0
2025-06-09 09:15:39.383985,1,0,0,0
2025-06-09 09:15:39.508322,1,0,0,0
2025-06-09 09:15:39.634886,1,0,0,0
2025-06-09 09:15:39.766920,1,0,0,0
2025-06-09 09:15:39.899617,1,0,0,0
2025-06-09 09:15:40.080910,1,0,0,0
2025-06-09 09:15:40.215750,1,0,0,0
2025-06-09 09:15:40.357576,1,0,0,0
2025-06-09 09:15:40.481860,1,0,0,0
2025-06-09 09:15:40.609448,1,0,0,0
2025-06-09 09:15:40.736691,1,0,0,0
2025-06-09 09:15:40.861435,1,0,0,0
2025-06-09 09:15:40.987091,1,0,0,0
2025-06-09 09:15:41.148969,1,0,0,0
2025-06-09 09:15:41.312621,1,0,0,0
2025-06-09 09:15:41.443201,1,0,0,0
2025-06-09 09:15:41.595990,1,0,0,0
2025-06-09 09:15:41.749722,1,0,0,0
2025-06-09 09:15:41.885315,1,0,0,0
2025-06-09 09:15:42.018448,1,0,0,0
2025-06-09 09:15:42.156229,1,0,0,0
2025-06-09 09:15:42.305276,1,0,0,0
2025-06-09 09:15:42.438108,1,0,0,0
2025-06-09 09:15:42.581767,1,0,0,0
2025-06-09 09:15:42.716786,1,0,0,0
2025-06-09 09:15:42.853413,1,0,0,0
2025-06-09 09:15:42.980862,1,0,0,0
2025-06-09 09:15:43.109940,1,0,0,0
2025-06-09 09:15:43.248800,1,0,0,0
2025-06-09 09:15:43.385848,1,0,0,0
2025-06-09 09:15:43.530300,1,0,0,0
2025-06-09 09:15:43.659517,1,0,0,0
2025-06-09 09:15:43.787419,1,0,0,0
2025-06-09 09:15:43.910389,1,0,0,0
2025-06-09 09:16:05.394803,0,0,0,0
2025-06-09 09:16:05.722499,0,0,0,0
2025-06-09 09:16:05.845787,0,0,0,0
2025-06-09 09:16:05.952188,0,0,0,0
2025-06-09 09:16:06.057019,0,0,0,0
2025-06-09 09:16:06.209496,0,0,0,0
2025-06-09 09:16:06.339408,0,0,0,0
2025-06-09 09:16:06.443001,0,0,0,0
2025-06-09 09:16:06.548046,0,0,0,0
2025-06-09 09:16:06.648716,0,0,0,0
2025-06-09 09:16:06.755788,0,0,0,0
2025-06-09 09:16:06.856074,0,0,0,0
2025-06-09 09:16:06.950682,0,0,0,0
2025-06-09 09:16:07.048730,0,0,0,0
2025-06-09 09:16:07.145493,0,0,0,0
2025-06-09 09:16:07.241318,0,0,0,0
2025-06-09 09:16:07.337732,0,0,0,0
2025-06-09 09:16:07.443711,0,0,0,0
2025-06-09 09:16:07.541326,0,0,0,0
2025-06-09 09:16:07.637475,0,0,0,0
2025-06-09 09:16:07.742004,0,0,0,0
2025-06-09 09:16:07.854561,0,0,0,0
2025-06-09 09:16:07.959646,0,0,0,0
2025-06-09 09:16:08.141755,0,0,0,0
2025-06-09 09:16:08.339069,0,0,0,0
2025-06-09 09:16:08.446648,0,0,0,0
2025-06-09 09:16:08.553169,0,0,0,0
2025-06-09 09:16:08.661116,0,0,0,0
2025-06-09 09:16:08.769852,0,0,0,0
2025-06-09 09:16:08.872629,0,0,0,0
2025-06-09 09:16:08.986326,0,0,0,0
2025-06-09 09:16:09.095305,0,0,0,0
2025-06-09 09:16:09.195868,0,0,0,0
2025-06-09 09:16:09.912835,0,0,0,0
2025-06-09 09:16:10.048431,0,0,0,0
2025-06-09 09:16:10.163470,0,0,0,0
2025-06-09 09:16:10.269302,0,0,0,0
2025-06-09 09:16:10.376874,0,0,0,0
2025-06-09 09:16:10.479918,0,0,0,0
2025-06-09 09:16:10.585547,0,0,0,0
2025-06-09 09:16:10.694273,0,0,0,0
2025-06-09 09:16:10.815565,0,0,0,0
2025-06-09 09:16:10.920295,0,0,0,0
2025-06-09 09:16:11.028290,0,0,0,0
2025-06-09 09:16:11.185608,0,0,0,0
2025-06-09 09:16:11.294526,0,0,0,0
2025-06-09 09:16:11.437503,1,0,0,0
2025-06-09 09:16:11.574806,1,0,0,0
2025-06-09 09:16:11.714746,1,0,0,0
2025-06-09 09:16:11.854478,1,0,0,0
2025-06-09 09:16:11.997774,1,0,0,0
2025-06-09 09:16:12.147206,1,0,0,0
2025-06-09 09:16:12.278321,1,0,0,0
2025-06-09 09:16:12.432546,1,0,0,0
2025-06-09 09:16:12.594818,2,0,0,0
2025-06-09 09:16:12.759074,2,0,0,0
2025-06-09 09:16:12.899617,2,0,0,0
2025-06-09 09:16:13.033586,2,0,0,0
2025-06-09 09:16:13.163621,2,0,0,0
2025-06-09 09:16:13.300695,2,0,0,0
2025-06-09 09:16:13.434768,1,0,0,0
2025-06-09 09:16:13.563003,1,0,0,0
2025-06-09 09:16:13.684009,1,0,0,0
2025-06-09 09:16:13.807039,1,0,0,0
2025-06-09 09:16:13.941861,1,0,0,0
2025-06-09 09:16:14.085522,1,0,0,0
2025-06-09 09:16:14.222356,2,0,0,0
2025-06-09 09:16:14.369405,2,0,0,0
2025-06-09 09:16:14.494880,2,0,0,0
2025-06-09 09:16:14.618043,2,0,0,0
2025-06-09 09:16:14.742140,2,0,0,0
2025-06-09 09:16:14.882511,2,0,0,0
2025-06-09 09:16:15.052408,2,0,0,0
2025-06-09 09:16:15.175720,2,0,0,0
2025-06-09 09:16:15.321684,2,0,0,0
2025-06-09 09:16:15.442841,2,0,0,0
2025-06-09 09:16:15.564767,2,0,0,0
2025-06-09 09:16:15.713955,2,0,0,0
2025-06-09 09:16:15.836790,2,0,0,0
2025-06-09 09:16:15.986575,2,0,0,0
2025-06-09 09:16:16.108028,2,0,0,0
2025-06-09 09:16:16.291499,2,0,0,0
2025-06-09 09:16:16.464747,2,0,0,0
2025-06-09 09:16:16.619244,2,0,0,0
2025-06-09 09:16:16.751337,2,0,0,0
2025-06-09 09:16:16.900645,2,0,0,0
2025-06-09 09:16:17.050703,2,0,0,0
2025-06-09 09:16:17.202860,2,0,0,0
2025-06-09 09:16:17.336066,2,0,0,0
2025-06-09 09:16:17.504810,2,0,0,0
2025-06-09 09:16:17.711369,2,0,0,0
2025-06-09 09:16:17.859513,2,0,0,0
2025-06-09 09:16:18.010409,2,0,0,0
2025-06-09 09:16:18.173177,2,0,0,0
2025-06-09 09:16:18.327415,2,0,0,0
2025-06-09 09:16:18.470602,1,0,0,0
2025-06-09 09:16:18.623582,1,0,0,0
2025-06-09 09:16:18.775393,1,0,0,0
2025-06-09 09:16:18.917871,1,0,0,0
2025-06-09 09:16:19.060711,1,0,0,0
2025-06-09 09:16:19.207726,2,0,0,0
2025-06-09 09:16:19.420740,2,0,0,0
2025-06-09 09:16:19.589044,2,0,0,0
2025-06-09 09:16:19.750512,2,0,0,0
2025-06-09 09:16:19.897292,2,0,0,0
2025-06-09 09:16:20.050358,2,0,0,0
2025-06-09 09:16:20.188199,2,0,0,0
2025-06-09 09:16:20.332465,2,0,0,0
2025-06-09 09:16:20.484055,1,0,0,0
2025-06-09 09:16:20.635510,1,0,0,0
2025-06-09 09:16:20.815402,1,0,0,0
2025-06-09 09:16:20.997658,1,0,0,0
2025-06-09 09:16:21.174300,1,0,0,0
2025-06-09 09:16:21.381649,1,0,0,0
2025-06-09 09:16:21.550417,1,0,0,0
2025-06-09 09:16:21.724346,1,0,0,0
2025-06-09 09:16:21.888537,1,0,0,0
2025-06-09 09:16:22.073088,1,0,0,0
2025-06-09 09:16:22.260654,1,0,0,0
2025-06-09 09:16:22.413537,1,0,0,0
2025-06-09 09:16:22.559500,1,0,0,0
2025-06-09 09:16:22.709331,2,0,0,0
2025-06-09 09:16:22.933289,2,0,0,0
2025-06-09 09:16:23.086501,2,0,0,0
2025-06-09 09:16:23.258582,2,0,0,0
2025-06-09 09:16:23.438007,2,0,0,0
2025-06-09 09:16:23.587566,2,0,0,0
2025-06-09 09:16:23.735325,2,0,0,0
2025-06-09 09:16:23.879802,2,0,0,0
2025-06-09 09:16:24.043624,1,0,0,0
2025-06-09 09:16:24.206918,1,0,0,0
2025-06-09 09:16:24.356713,1,0,0,0
2025-06-09 09:16:24.521141,1,0,0,0
2025-06-09 09:16:24.685912,1,0,0,0
2025-06-09 09:16:24.852329,1,0,0,0
2025-06-09 09:16:25.007774,1,0,0,0
2025-06-09 09:16:25.180541,1,0,0,0
2025-06-09 09:16:25.357826,1,0,0,0
2025-06-09 09:16:25.503494,1,0,0,0
2025-06-09 09:16:25.645702,1,0,0,0
2025-06-09 09:16:25.793448,1,0,0,0
2025-06-09 09:16:25.948954,1,0,0,0
2025-06-09 09:16:26.100137,1,0,0,0
2025-06-09 09:16:26.250809,1,0,0,0
2025-06-09 09:16:26.385863,1,0,0,0
2025-06-09 09:16:26.522971,1,0,0,0
2025-06-09 09:16:26.666525,1,0,0,0
2025-06-09 09:16:26.799460,1,0,0,0
2025-06-09 09:16:26.937119,1,0,0,0
2025-06-09 09:16:27.069049,1,0,0,0
2025-06-09 09:16:27.212721,1,0,0,0
2025-06-09 09:16:27.353044,1,0,0,0
2025-06-09 09:16:27.495424,1,0,0,0
2025-06-09 09:16:27.646567,1,0,0,0
2025-06-09 09:16:27.814812,1,0,0,0
2025-06-09 09:16:27.973021,1,0,0,0
2025-06-09 09:16:28.127095,1,0,0,0
2025-06-09 09:16:28.291585,1,0,0,0
2025-06-09 09:16:28.433876,1,0,0,0
2025-06-09 09:16:28.605865,1,0,0,0
2025-06-09 09:16:28.800903,1,0,0,0
2025-06-09 09:16:28.978119,1,0,0,0
2025-06-09 09:16:29.157555,1,0,0,0
2025-06-09 09:16:29.326402,1,0,0,0
2025-06-09 09:16:29.485420,1,0,0,0
2025-06-09 09:16:29.634164,1,0,0,0
2025-06-09 09:16:29.788896,1,0,0,0
2025-06-09 09:16:29.934641,1,0,0,0
2025-06-09 09:16:30.075397,1,0,0,0
2025-06-09 09:16:30.217706,1,0,0,0
2025-06-09 09:16:30.351074,1,0,0,0
2025-06-09 09:16:30.486128,1,0,0,0
2025-06-09 09:16:30.619676,1,0,0,0
2025-06-09 09:16:30.785854,1,0,0,0
2025-06-09 09:16:30.925479,1,0,0,0
2025-06-09 09:16:31.115118,1,0,0,0
2025-06-09 09:16:31.266811,1,0,0,0
2025-06-09 09:16:31.415626,1,0,0,0
2025-06-09 09:16:31.559533,1,0,0,0
2025-06-09 09:16:31.699781,1,0,0,0
2025-06-09 09:16:31.834381,1,0,0,0
2025-06-09 09:16:31.973579,1,0,0,0
2025-06-09 09:16:32.112508,1,0,0,0
2025-06-09 09:16:32.250593,1,0,0,0
2025-06-09 09:16:32.392957,1,0,0,0
2025-06-09 09:16:32.533014,1,0,0,0
2025-06-09 09:16:32.688218,1,0,0,0
2025-06-09 09:16:32.839347,1,0,0,0
2025-06-09 09:16:33.008805,1,0,0,0
2025-06-09 09:16:33.151835,1,0,0,0
2025-06-09 09:16:33.292345,1,0,0,0
2025-06-09 09:16:33.427902,1,0,0,0
2025-06-09 09:16:33.565760,1,0,0,0
2025-06-09 09:16:33.718161,1,0,0,0
2025-06-09 09:16:33.879152,1,0,0,0
2025-06-09 09:16:34.032375,1,0,0,0
2025-06-09 09:16:34.214734,1,0,0,0
2025-06-09 09:16:34.417358,1,0,0,0
2025-06-09 09:16:34.589272,1,0,0,0
2025-06-09 09:16:34.751677,1,0,0,0
2025-06-09 09:19:22.984598,0,0,0,0
2025-06-09 09:19:24.335547,0,0,0,0
2025-06-09 09:19:24.486426,1,0,0,0
2025-06-09 09:19:24.619044,1,0,0,0
2025-06-09 09:19:24.767620,1,0,0,0
2025-06-09 09:19:24.886832,1,0,0,0
2025-06-09 09:19:25.019470,1,0,0,0
2025-06-09 09:19:25.164534,1,0,0,0
2025-06-09 09:19:25.310184,1,0,0,0
2025-06-09 09:19:25.442432,1,0,0,0
2025-06-09 09:19:25.578340,1,0,0,0
2025-06-09 09:19:25.712169,1,0,0,0
2025-06-09 09:19:25.846732,1,0,0,0
2025-06-09 09:19:25.991450,1,0,0,0
2025-06-09 09:19:26.130227,1,0,0,0
2025-06-09 09:19:26.265133,1,0,0,0
2025-06-09 09:19:26.408205,1,0,0,0
2025-06-09 09:19:26.547946,1,0,0,0
2025-06-09 09:19:26.674199,1,0,0,0
2025-06-09 09:19:26.810231,1,0,0,0
2025-06-09 09:19:26.940019,1,0,0,0
2025-06-09 09:19:27.086552,1,0,0,0
2025-06-09 09:19:27.261194,1,0,0,0
2025-06-09 09:19:27.393797,1,0,0,0
2025-06-09 09:19:27.535037,1,0,0,0
2025-06-09 09:19:27.669390,1,0,0,0
2025-06-09 09:19:27.801363,1,0,0,0
2025-06-09 09:19:27.939566,1,0,0,0
2025-06-09 09:19:28.133772,1,0,0,0
2025-06-09 09:19:28.306416,1,0,0,0
2025-06-09 09:19:28.449018,1,0,0,0
2025-06-09 09:20:38.062999,0,0,0,0
2025-06-09 09:20:39.262028,0,0,0,0
2025-06-09 09:20:39.428069,1,0,0,0
2025-06-09 09:20:39.564521,1,0,0,0
2025-06-09 09:20:39.715809,1,0,0,0
2025-06-09 09:20:39.862455,1,0,0,0
2025-06-09 09:20:40.023868,1,0,0,0
2025-06-09 09:20:40.180969,1,0,0,0
2025-06-09 09:20:40.345769,1,0,0,0
2025-06-09 09:20:40.495142,0,0,0,0
2025-06-09 09:20:40.612665,0,0,0,0
2025-06-09 09:20:40.741136,0,0,0,0
2025-06-09 09:20:40.869682,0,0,0,0
2025-06-09 09:20:40.995914,0,0,0,0
2025-06-09 09:20:41.122045,0,0,0,0
2025-06-09 09:20:41.239948,0,0,0,0
2025-06-09 09:20:41.347717,0,0,0,0
2025-06-09 09:20:41.457746,0,0,0,0
2025-06-09 09:20:41.566765,0,0,0,0
2025-06-09 09:20:41.677817,0,0,0,0
2025-06-09 09:20:41.787038,0,0,0,0
2025-06-09 09:20:41.911178,0,0,0,0
2025-06-09 09:20:42.024689,0,0,0,0
2025-06-09 09:20:42.135200,0,0,0,0
2025-06-09 09:20:42.249453,0,0,0,0
2025-06-09 09:20:42.360096,0,0,0,0
2025-06-09 09:20:42.472684,0,0,0,0
2025-06-09 09:20:42.581374,0,0,0,0
2025-06-09 09:20:42.701986,0,0,0,0
2025-06-09 09:20:42.831600,0,0,0,0
2025-06-09 09:20:42.958327,0,0,0,0
2025-06-09 09:20:43.074574,0,0,0,0
2025-06-09 09:20:43.190513,0,0,0,0
2025-06-09 09:20:43.294266,0,0,0,0
2025-06-09 09:20:43.408521,0,0,0,0
2025-06-09 09:20:43.513559,0,0,0,0
2025-06-09 09:20:43.617331,0,0,0,0
2025-06-09 09:20:43.738574,0,0,0,0
2025-06-09 09:20:43.863611,0,0,0,0
2025-06-09 09:20:44.001176,0,0,0,0
2025-06-09 09:20:44.110727,0,0,0,0
2025-06-09 09:20:44.217510,0,0,0,0
2025-06-09 09:20:44.326511,0,0,0,0
2025-06-09 09:20:44.436049,0,0,0,0
2025-06-09 09:20:44.537566,0,0,0,0
2025-06-09 09:20:44.642036,0,0,0,0
2025-06-09 09:20:44.744806,1,0,0,0
2025-06-09 09:20:44.869056,1,0,0,0
2025-06-09 09:20:44.992830,1,0,0,0
2025-06-09 09:20:45.113265,1,0,0,0
2025-06-09 09:20:45.230586,1,0,0,0
2025-06-09 09:20:45.349826,1,0,0,0
2025-06-09 09:20:45.468593,1,0,0,0
2025-06-09 09:20:45.589030,1,0,0,0
2025-06-09 09:20:45.710039,1,0,0,0
2025-06-09 09:20:45.834310,1,0,0,0
2025-06-09 09:20:45.952353,1,0,0,0
2025-06-09 09:20:46.070200,1,0,0,0
2025-06-09 09:20:46.191079,1,0,0,0
2025-06-09 09:20:46.320116,1,0,0,0
2025-06-09 09:20:46.443857,1,0,0,0
2025-06-09 09:20:46.568180,1,0,0,0
2025-06-09 09:20:46.695459,1,0,0,0
2025-06-09 09:20:46.844254,1,0,0,0
2025-06-09 09:20:46.988024,1,0,0,0
2025-06-09 09:20:47.123707,1,0,0,0
2025-06-09 09:20:47.255079,1,0,0,0
2025-06-09 09:20:47.385119,1,0,0,0
2025-06-09 09:20:47.523321,1,0,0,0
2025-06-09 09:20:47.644755,1,0,0,0
2025-06-09 09:20:47.774871,1,0,0,0
2025-06-09 09:20:47.900166,1,0,0,0
2025-06-09 09:20:48.026112,1,0,0,0
2025-06-09 09:20:48.150464,1,0,0,0
2025-06-09 09:20:48.275803,1,0,0,0
2025-06-09 09:20:48.400465,1,0,0,0
2025-06-09 09:20:48.525749,1,0,0,0
2025-06-09 09:20:48.648069,1,0,0,0
2025-06-09 09:20:48.770375,1,0,0,0
2025-06-09 09:20:48.891783,1,0,0,0
2025-06-09 09:20:49.018659,1,0,0,0
2025-06-09 09:20:49.151316,1,0,0,0
2025-06-09 09:20:49.279799,1,0,0,0
2025-06-09 09:20:49.471854,1,0,0,0
2025-06-09 09:20:49.615184,1,0,0,0
2025-06-09 09:20:49.757053,1,0,0,0
2025-06-09 09:20:49.896100,1,0,0,0
2025-06-09 09:20:50.026620,1,0,0,0
2025-06-09 09:20:50.153963,1,0,0,0
2025-06-09 09:20:50.285823,1,0,0,0
2025-06-09 09:20:50.421770,1,0,0,0
2025-06-09 09:20:50.553165,1,0,0,0
2025-06-09 09:20:50.677632,1,0,0,0
2025-06-09 09:20:50.803418,1,0,0,0
2025-06-09 09:20:50.929283,1,0,0,0
2025-06-09 09:20:51.066564,1,0,0,0
2025-06-09 09:20:51.192295,1,0,0,0
2025-06-09 09:20:51.315488,1,0,0,0
2025-06-09 09:20:51.465540,1,0,0,0
2025-06-09 09:20:51.602282,1,0,0,0
2025-06-09 09:20:51.724383,1,0,0,0
2025-06-09 09:20:51.848785,1,0,0,0
2025-06-09 09:20:51.969547,1,0,0,0
2025-06-09 09:20:52.095129,1,0,0,0
2025-06-09 09:20:52.219690,1,0,0,0
2025-06-09 09:20:52.343631,1,0,0,0
2025-06-09 09:20:52.464077,1,0,0,0
2025-06-09 09:20:52.586933,1,0,0,0
2025-06-09 09:20:52.713830,1,0,0,0
2025-06-09 09:20:52.839744,1,0,0,0
2025-06-09 09:20:52.969852,1,0,0,0
2025-06-09 09:20:53.103440,1,0,0,0
2025-06-09 09:20:53.229386,1,0,0,0
2025-06-09 09:20:53.386394,1,0,0,0
2025-06-09 09:20:53.518852,1,0,0,0
2025-06-09 09:20:53.654252,1,0,0,0
2025-06-09 09:20:53.783691,1,0,0,0
2025-06-09 09:20:53.907832,1,0,0,0
